,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,claim,text,organization,lang_name,rating_label,rating_value,entity_strings,entities,nr_entities,num_words,probable_lang
19202,24041,13238,1890,http://data.gesis.org/claimskg/creative_work/a0a7ce9e-6cc6-5cc7-97c6-94c463bd275c,Malaysia mandating second Covid booster ahead of Chinese tourist influx,factcheck_afp,English,FALSE,1,Malaysia,['Malaysia'],1.0,10,en
19216,24056,2566,2566,http://data.gesis.org/claimskg/creative_work/678e4558-c043-5b4a-b496-c7c240c7f8fb,"No, China not seeking court’s approval to kill 20,000 coronavirus patients",africacheck,English,FALSE,1,China,['China'],1.0,11,en
19224,24065,12989,1641,http://data.gesis.org/claimskg/creative_work/ad1a6688-d5d5-5f5b-a196-279b6c05c190,Study shows vaccines make people more likely to catch Omicron variant,factcheck_afp,English,FALSE,1,Omicron,['Omicron'],1.0,11,en
19229,24070,12984,1636,http://data.gesis.org/claimskg/creative_work/d40bf888-fba3-5656-b77b-6d0e9f93dc3b,Hepatitis B vaccine is dangerous for newborns,factcheck_afp,English,FALSE,1,Hepatitis B vaccine,['Hepatitis B vaccine'],1.0,7,en
19240,24081,12967,1619,http://data.gesis.org/claimskg/creative_work/a30b9b9e-637e-5819-ad45-08c074c4e359,Joe Biden said get vaccinated to prepare for Hurricane Ian,factcheck_afp,English,FALSE,1,Joe Biden,['Joe Biden'],1.0,10,en
19274,24116,10623,4385,http://data.gesis.org/claimskg/creative_work/9765118c-16ef-51cc-ab93-45d078ecfefa,A post shared on Facebook claims National Guard doctors found hospitals with no documented COVID-19 patients.,checkyourfact,English,FALSE,1,National Guard,['National Guard'],1.0,16,en
19277,24119,10632,4394,http://data.gesis.org/claimskg/creative_work/31478aad-c056-54d5-9f03-efceae9bfd7d,"A video shared on Twitter over 2,200 times purportedly shows a priest who was vaccinated against COVID-19 dying during a church service.",checkyourfact,English,FALSE,1,Twitter,['Twitter'],1.0,22,en
19282,24125,12927,1579,http://data.gesis.org/claimskg/creative_work/27384166-c6ca-5fb3-a7f5-7fad7bd18eed,Video of Indonesian students falling sick after Covid-19 vaccination,factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,9,en
19286,24129,12948,1600,http://data.gesis.org/claimskg/creative_work/50f2321d-8419-5ba5-bd86-a558b3bea686,The number of vaccine related deaths in the United States in 2021 surpasses that of the past decade,factcheck_afp,English,MIXTURE,2,United States,['United States'],1.0,18,en
19288,24131,2024,2024,http://data.gesis.org/claimskg/creative_work/2392073a-6f8e-596d-9c48-762382f32b5d,"No, 50 children not paralysed by ‘Gates-backed’ meningitis vaccine",africacheck,English,FALSE,1,meningitis vaccine,['meningitis vaccine'],1.0,9,en
19312,24156,10467,4229,http://data.gesis.org/claimskg/creative_work/ec7976c0-b670-5df4-a3e0-3fbba0a5e2d3,An image shared on Facebook purportedly shows a tweet from Republican Kentucky Sen. Rand Paul in which he claims to have evidence that COVID-19 vaccines are harming and killing people.,checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,30,en
19319,24163,13077,1729,http://data.gesis.org/claimskg/creative_work/4339ca7b-592e-5730-8b2f-ce5bcea96927,Messenger RNA is transferring from the vaccinated to the unvaccinated,factcheck_afp,English,FALSE,1,Messenger RNA,['Messenger RNA'],1.0,10,en
19323,24167,13071,1723,http://data.gesis.org/claimskg/creative_work/8c70656c-8308-5f98-aea1-f8a8e5a16ca4,Guidelines to protect from COVID-19 infection,factcheck_afp,English,FALSE,1,COVID,['COVID'],1.0,6,en
19332,24176,10347,4109,http://data.gesis.org/claimskg/creative_work/8a722095-1120-50af-9e28-b58dab4b4c50,A viral Instagram post claims the Centers for Disease Control and Prevention (CDC) said that the common cold can cause a positive COVID-19 test result.,checkyourfact,English,FALSE,1,Instagram,['Instagram'],1.0,25,en
19357,24204,10355,4117,http://data.gesis.org/claimskg/creative_work/40f6da71-5d82-5359-94a7-c72701c40209,A post shared on Facebook claims the omicron variant of the coronavirus is named after military codes.,checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,17,en
19359,24206,13041,1693,http://data.gesis.org/claimskg/creative_work/fbed5903-2e73-502c-878d-80753a03100a,Pakistan issues alert after novel coronavirus signs appear in chickens,factcheck_afp,English,FALSE,1,Pakistan,['Pakistan'],1.0,10,en
19374,24221,2171,2171,http://data.gesis.org/claimskg/creative_work/295c8bd9-4d96-577a-9c2a-ddcb555bb7ba,"Covid kits only distributed in one Indian state, not cause of national decline in cases",africacheck,English,FALSE,1,Indian state,['Indian state'],1.0,15,en
19394,24241,13051,1703,http://data.gesis.org/claimskg/creative_work/8f4954cf-1b6c-5737-b529-6e7916dfe63c,CDC admitted that vaccines are failing,factcheck_afp,English,FALSE,1,CDC,['CDC'],1.0,6,en
19405,24252,10384,4146,http://data.gesis.org/claimskg/creative_work/b421d4e3-8a57-5fd9-bddc-80e2fd61233d,A post shared on Facebook purports the U.S. military arrested President Joe Biden’s former COVID-19 Response Coordinator Jeff Zients for treason and murder.,checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,23,en
19414,24262,3226,3226,http://data.gesis.org/claimskg/creative_work/b3c934dc-7933-58e8-ae11-aefaa189e9d7,"No, Nigeria’s government hasn’t signed up to forcefully vaccinate its citizens",africacheck,English,FALSE,1,Nigeria,['Nigeria'],1.0,11,en
19417,24266,9545,3307,http://data.gesis.org/claimskg/creative_work/89041d0b-530b-5ae5-927c-adc55ddc44ef,An image shared on Instagram claims actor Tom Hanks died from COVID-19.,checkyourfact,English,FALSE,1,Instagram,['Instagram'],1.0,12,en
19420,24269,3215,3215,http://data.gesis.org/claimskg/creative_work/0db7696f-79e9-563b-bc2e-1f1026feed82,"Food parcels in South Africa’s coronavirus lockdown? Ignore fake messages, call 0800 601 011 instead",africacheck,English,FALSE,1,South Africa,['South Africa'],1.0,15,en
19432,24285,3189,3189,http://data.gesis.org/claimskg/creative_work/f7944895-a42a-54e4-a7af-8cffeae58e80,"No, holding your breath isn’t a test for Covid-19",africacheck,English,FALSE,1,Covid-19,['Covid-19'],1.0,9,en
19465,24327,13483,2135,http://data.gesis.org/claimskg/creative_work/c4fc4188-0e8d-5a39-93ee-ea06b98fea68,Photo shows euthanised COVID-19 patients,factcheck_afp,English,FALSE,1,COVID-19,['COVID-19'],1.0,5,en
19471,24335,13499,2151,http://data.gesis.org/claimskg/creative_work/43d6c017-a8b5-52f9-94b9-a4f1251d2eba,This photo shows medics in France faking treatment of a Covid patient,factcheck_afp,English,FALSE,1,France,['France'],1.0,12,en
19475,24340,13529,2181,http://data.gesis.org/claimskg/creative_work/5772bd4e-5ddd-525e-b58f-b9f8b4c8e44d,Lysol label is evidence that novel coronavirus is not new,factcheck_afp,English,FALSE,1,Lysol,['Lysol'],1.0,10,en
19481,24347,13526,2178,http://data.gesis.org/claimskg/creative_work/9a02efc9-3fed-5104-a7bc-9031cdc3ccd3,"Covid-19 is bacterial, not viral",factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,5,en
19506,24377,13624,2276,http://data.gesis.org/claimskg/creative_work/2390ee9a-207d-58af-9849-fd17babc5265,Indians destroy statues because of Covid-19,factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,6,en
19522,24396,9350,3112,http://data.gesis.org/claimskg/creative_work/8c2e4561-526d-5749-8463-9cd28c8f7cfb,A post shared on Facebook claims the U.K. has banned COVID-19 boosters for people under 50.,checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,16,en
19551,24429,13579,2231,http://data.gesis.org/claimskg/creative_work/487830d2-5545-52ec-8791-2b9dc3b2cd5b,SASSA notice for R350 Covid-19 social relief grant,factcheck_afp,English,FALSE,1,SASSA,['SASSA'],1.0,8,en
19554,24432,13577,2229,http://data.gesis.org/claimskg/creative_work/f0a6f4d0-ae0b-572c-b5ff-6192e6aecb64,Girls return to school in Uganda after pandemic shutdown,factcheck_afp,English,FALSE,1,Uganda,['Uganda'],1.0,9,en
19558,24436,13573,2225,http://data.gesis.org/claimskg/creative_work/f4b083c4-4111-5790-a298-e00e96b2d1a3,Covid-19 vaccines during pregnancy caused baby die-off,factcheck_afp,English,FALSE,1,Covid-19 vaccines,['Covid-19 vaccines'],1.0,7,en
19590,24475,13358,2010,http://data.gesis.org/claimskg/creative_work/bb9438dc-d2a5-50ca-bdbc-6ec7c29d742f,Coronavirus variants are planned for release in staged pandemic,factcheck_afp,English,FALSE,1,Coronavirus variants,['Coronavirus variants'],1.0,9,en
19606,24495,2809,2809,http://data.gesis.org/claimskg/creative_work/93cefe21-6001-584b-a1c7-ce972c7c9eba,"Photos not of coronavirus outbreak – and virus not ‘unknown’, fatal in ‘few seconds’",africacheck,English,FALSE,1,coronavirus outbreak,['coronavirus outbreak'],1.0,14,en
19608,24498,13338,1990,http://data.gesis.org/claimskg/creative_work/0002a479-d521-54c5-a962-098ad13a3782,Virus removal card that can prevent infection from Covid-19.,factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,9,en
19615,24505,9831,3593,http://data.gesis.org/claimskg/creative_work/d50711ba-622d-5975-b224-d83c0e5c60f5,"A video shared on Twitter purportedly shows Vice President Kamala Harris saying, Virtually every person who is in the hospital sick with COVID-19 right now is vaccinated.",checkyourfact,English,FALSE,1,Twitter,['Twitter'],1.0,27,en
19617,24507,13369,2021,http://data.gesis.org/claimskg/creative_work/934387b7-020a-56a8-aa84-b2ad84a98952,Women should avoid taking Covid-19 vaccine for five days before and five days after their period,factcheck_afp,English,FALSE,1,Covid-19 vaccine,['Covid-19 vaccine'],1.0,16,en
19618,24508,9834,3596,http://data.gesis.org/claimskg/creative_work/1787a14b-9d47-593b-8735-f0a76c15aef8,"An image shared on Facebook more than 1,600 times claims a vaccine against the novel coronavirus already exists for dogs.",checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,20,en
19632,24524,13361,2013,http://data.gesis.org/claimskg/creative_work/254126cf-e9a5-5309-b87a-fa4e70862b50,Bill Gates tweeted support for vaccines in food,factcheck_afp,English,FALSE,1,Bill Gates,['Bill Gates'],1.0,8,en
19641,24534,13308,1960,http://data.gesis.org/claimskg/creative_work/4597844c-f5c3-56a2-82ca-94b922bcfab4,US military data show Covid-19 vaccines caused an increase in diseases,factcheck_afp,English,FALSE,1,Covid-19 vaccines,['Covid-19 vaccines'],1.0,11,en
19647,24541,13301,1953,http://data.gesis.org/claimskg/creative_work/73aa287a-5cbe-5d6b-9573-a411c2d4a9b7,Students forced to come to school to welcome Thai PM during pandemic visit,factcheck_afp,English,FALSE,1,Thai PM,['Thai PM'],1.0,13,en
19650,24544,2708,2708,http://data.gesis.org/claimskg/creative_work/cafae93e-7039-5387-9469-f8a6a7f2ba0c,"Yes, 103-year-old woman beat coronavirus – then had a celebratory beer",africacheck,English,TRUE,3,year-old,['year-old'],1.0,11,en
19656,24551,13292,1944,http://data.gesis.org/claimskg/creative_work/79cba6b9-e8f1-5076-acf1-78da00d8e4a0,A list of Covid-19 remedies from an ‘isolation hospital’,factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,9,en
19691,24590,9713,3475,http://data.gesis.org/claimskg/creative_work/031a30e2-8088-5f78-9a45-1257dd439acf,"A video shared on Facebook allegedly shows people posing as fake COVID-19 victims for the news, including one smoking a cigarette.",checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,21,en
19702,24603,13459,2111,http://data.gesis.org/claimskg/creative_work/7f4c8dbf-8010-5b2a-bbe8-52e67202a8cc,Getting a Covid-19 vaccination will cause death or other illnesses.,factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,10,en
19707,24611,3089,3089,http://data.gesis.org/claimskg/creative_work/de0b6a30-07ad-5f36-b470-f75f9be2b9bc,Headlines saying 96% of Nigerians have received Covid-19 jabs are misleading,africacheck,English,FALSE,1,Covid-19,['Covid-19'],1.0,11,en
19719,24628,13433,2085,http://data.gesis.org/claimskg/creative_work/93296c5e-ff7c-55f5-84e8-069a8628d59e,Two children die during New South Wales vaccination for high school students,factcheck_afp,English,FALSE,1,New South Wales,['New South Wales'],1.0,12,en
19721,24630,2939,2939,http://data.gesis.org/claimskg/creative_work/1056721f-30bd-52b7-8e34-54b3f87b86f7,"Yes, photo shows two boys, one vaccinated and one not, exposed to smallpox",africacheck,English,TRUE,3,smallpox,['smallpox'],1.0,13,en
19748,24665,13410,2062,http://data.gesis.org/claimskg/creative_work/426b27a7-79eb-5718-aeec-8843454304f5,"US pilot deaths rose 1,750 percent after Covid-19 vaccine rollout",factcheck_afp,English,FALSE,1,Covid-19 vaccine,['Covid-19 vaccine'],1.0,10,en
19749,24666,2976,2976,http://data.gesis.org/claimskg/creative_work/f3c992ed-e689-5d94-aa01-def9f18041e5,No coronavirus in Nigeria? Pastor’s claim false,africacheck,English,FALSE,1,Nigeria,['Nigeria'],1.0,7,en
19755,24673,13403,2055,http://data.gesis.org/claimskg/creative_work/6a61bb96-148c-5992-a459-60ad2103c635,WHO recommends drinking alcohol to prevent coronavirus,factcheck_afp,English,FALSE,1,WHO,['WHO'],1.0,7,en
19758,24678,15003,3655,http://data.gesis.org/claimskg/creative_work/42f05f45-6b17-576d-b8e5-ec6a3568f866,Video shows Italian truckers protesting vaccine mandates,factcheck_afp,English,FALSE,1,vaccine mandates,['vaccine mandates'],1.0,7,en
19759,24679,16218,4870,http://data.gesis.org/claimskg/creative_work/c4706b4c-a00f-5e50-98ae-d44decd5101b,Flu vaccine makes recipients more vulnerable to infections and the first to die during pandemic,factcheck_afp,English,FALSE,1,Flu vaccine,['Flu vaccine'],1.0,15,en
19773,24694,16253,4905,http://data.gesis.org/claimskg/creative_work/7f9a765b-56c0-5f70-9756-e06f361026f6,Denmark has stopped vaccination programme all together in April 2022,factcheck_afp,English,FALSE,1,Denmark,['Denmark'],1.0,10,en
19779,24700,16177,4829,http://data.gesis.org/claimskg/creative_work/9f886b15-51d1-5850-a3a8-4cd449d5ddf1,Old newspaper shows Bill Gates suggest using vaccines to depopulate,factcheck_afp,English,FALSE,1,Bill Gates,['Bill Gates'],1.0,10,en
19800,24722,16203,4855,http://data.gesis.org/claimskg/creative_work/4f060797-eee0-51a3-8166-ec089b15a403,Disease deaths per day worldwide show there are only 56 COVID-19 deaths per day,factcheck_afp,English,FALSE,1,COVID-19,['COVID-19'],1.0,14,en
19817,24740,14972,3624,http://data.gesis.org/claimskg/creative_work/41bb7ddd-2bc1-5cc7-8fca-58bd1dea2785,False infographic shows Malaysians need a fourth vaccine dose,factcheck_afp,English,FALSE,1,infographic,['infographic'],1.0,9,en
19820,24743,7311,1073,http://data.gesis.org/claimskg/creative_work/ae315f3a-5152-5d4c-883c-f75af3b03204,An image shared on Facebook allegedly shows the White House website saying President Joe Biden’s winter plan to fight COVID-19 includes putting Americans into quarantine centers.,checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,26,en
19832,24756,16313,4965,http://data.gesis.org/claimskg/creative_work/6db74fc1-4904-57c3-a96d-b77c0916bdee,"All Covid-19 hospital patients were vaccinated, except for one",factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,9,en
19837,24761,16270,4922,http://data.gesis.org/claimskg/creative_work/2482760d-5291-5645-887b-73095de2775f,Eight reasons not to get vaccinated against Covid-19,factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,8,en
19840,24764,16272,4924,http://data.gesis.org/claimskg/creative_work/1f576202-61cb-53aa-b4d9-8dd1c772077e,Moderna developed a Covid-19 vaccine in 2019,factcheck_afp,English,FALSE,1,Covid-19 vaccine,['Covid-19 vaccine'],1.0,7,en
19851,24775,5829,5829,http://data.gesis.org/claimskg/creative_work/4318de48-6073-5d68-becd-422672f20a1b,"No, drinking black tea at dawn won’t cure coronavirus",africacheck,English,FALSE,1,black tea,['black tea'],1.0,9,en
19853,24777,5825,5825,http://data.gesis.org/claimskg/creative_work/0830bc8b-eebc-590f-8ace-62facde9480b,"No, Nigerian govt not giving N30,000 Covid-19 relief to each citizen",africacheck,English,FALSE,1,Nigerian,['Nigerian'],1.0,11,en
19855,24779,16300,4952,http://data.gesis.org/claimskg/creative_work/df89a5ab-03bf-5c69-9692-d7a6cec6796a,PCR tests can't tell flu from Covid-19,factcheck_afp,English,MIXTURE,2,Covid-19,['Covid-19'],1.0,7,en
19862,24786,15023,3675,http://data.gesis.org/claimskg/creative_work/0a3c2d8b-11c7-52aa-aa93-1556a8842361,Maskless people in Hong Kong gym during pandemic,factcheck_afp,English,FALSE,1,Hong Kong,['Hong Kong'],1.0,8,en
19883,24809,16073,4725,http://data.gesis.org/claimskg/creative_work/2373cf41-7fc3-5af8-9478-f4bf446440ba,Photo shows Covid-19 dead bodies in Indian river in May 2021,factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,11,en
19911,24837,16036,4688,http://data.gesis.org/claimskg/creative_work/455be281-7e6f-55b6-969d-c23790dee6f5,Covid-19 vaccine safety data from Australian vaccination monitoring agency,factcheck_afp,English,FALSE,1,Covid-19 vaccine,['Covid-19 vaccine'],1.0,9,en
19920,24846,15038,3690,http://data.gesis.org/claimskg/creative_work/c9adf875-dffd-538c-bcaa-f429c95b2acb,Money paid by Vaccine Injury Compensation Program means vaccines are unsafe,factcheck_afp,English,FALSE,1,Vaccine Injury,['Vaccine Injury'],1.0,11,en
19922,24848,16134,4786,http://data.gesis.org/claimskg/creative_work/87138102-8775-5aa8-a232-9370a89e8e70,Covid-19 vaccines have killed hundreds in the US,factcheck_afp,English,FALSE,1,Covid-19 vaccines,['Covid-19 vaccines'],1.0,8,en
19931,24857,15027,3679,http://data.gesis.org/claimskg/creative_work/1d452add-f0b9-559b-86a5-52edae9006c5,Three children die and condition of five others is critical after they allegedly get expired anti-polio vaccine shots in NW Pakistani,factcheck_afp,English,FALSE,1,polio vaccine,['polio vaccine'],1.0,21,en
19934,24860,7211,973,http://data.gesis.org/claimskg/creative_work/ac25de62-875a-5198-9f0a-bc35bb176427,"An image shared on Facebook more than 200 times claims former Vice President Joe Biden said, People who have never died before are now dying from corona virus [sic].",checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,29,en
19951,24878,5964,5964,http://data.gesis.org/claimskg/creative_work/cfa171ab-8f99-5d4a-baa2-b347905028c0,Kenya is number seven in the whole world in terms of vaccination.,africacheck,English,FALSE,1,Kenya,['Kenya'],1.0,12,en
19966,24893,16111,4763,http://data.gesis.org/claimskg/creative_work/e71d5b3a-9848-52b0-b3c0-bdb4f3d80604,Poster from UK government promoting vaccine injury scheme,factcheck_afp,English,FALSE,1,vaccine injury,['vaccine injury'],1.0,8,en
19989,24916,14859,3511,http://data.gesis.org/claimskg/creative_work/5ae76ef9-5309-522b-866e-fe6a41245563,White House employees are exempt from government vaccine mandate,factcheck_afp,English,FALSE,1,White House,['White House'],1.0,9,en
19993,24920,16608,5260,http://data.gesis.org/claimskg/creative_work/105a6aea-4fa7-56f6-b654-3a17830bdacb,Five leaders killed for opposing Covid vaccines,factcheck_afp,English,FALSE,1,Covid vaccines,['Covid vaccines'],1.0,7,en
19994,24921,16609,5261,http://data.gesis.org/claimskg/creative_work/59516514-853a-5c5b-8bde-9ae0df1c601b,Australian official said no one has died of Covid-19,factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,9,en
19995,24922,16612,5264,http://data.gesis.org/claimskg/creative_work/050ca24c-0a76-5dff-a825-401f8a5f705e,No Covid-19 patients die outside of hospitals,factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,7,en
19998,24925,16570,5222,http://data.gesis.org/claimskg/creative_work/18290572-af9f-5e20-b71f-e2f223e47642,Holding your breath is a test for novel coronavirus and drinking water every 15 minutes can prevent the illness,factcheck_afp,English,FALSE,1,drinking water,['drinking water'],1.0,19,en
20014,24941,5636,5636,http://data.gesis.org/claimskg/creative_work/b69d998d-778b-5ff2-915f-bb98857470fb,Ignore false claims about Covid-19 treatment in ‘World Doctors Alliance’ video,africacheck,English,FALSE,1,Covid-19,['Covid-19'],1.0,11,en
20016,24943,16558,5210,http://data.gesis.org/claimskg/creative_work/4ca742e4-32ac-5e75-8c3f-bddad4602ece,Muslims praying on street in US during COVID-19 pandemic,factcheck_afp,English,FALSE,1,COVID-19 pandemic,['COVID-19 pandemic'],1.0,9,en
20022,24949,5623,5623,http://data.gesis.org/claimskg/creative_work/fbec440c-f61c-5cae-9189-0f047a0fdde8,"Fruit, veg and ‘natural herbs’ can’t cure Covid-19, produce vaccine",africacheck,English,FALSE,1,Covid-19,['Covid-19'],1.0,10,en
20029,24956,16665,5317,http://data.gesis.org/claimskg/creative_work/68ae5cb0-8c82-561b-aba8-1d73aa7b420f,This photo shows a protest in France during the pandemic,factcheck_afp,English,FALSE,1,France,['France'],1.0,10,en
20032,24959,16669,5321,http://data.gesis.org/claimskg/creative_work/1f48b214-3a52-50d5-8e10-2af384657496,Video shows the US dumping bodies of Covid-19 victims,factcheck_afp,English,FALSE,1,Covid-19 victims,['Covid-19 victims'],1.0,9,en
20033,24960,5567,5567,http://data.gesis.org/claimskg/creative_work/230ff3a6-2c71-55a6-bd10-90110841477c,"Yes, South Africa’s president warned ‘worst’ of coronavirus ‘still coming’",africacheck,English,TRUE,3,South Africa,['South Africa'],1.0,10,en
20066,24995,14831,3483,http://data.gesis.org/claimskg/creative_work/9a4a17a4-3ec0-540a-b515-f0d6e8a23f48,Seven children in Senegal died after being given a vaccine for coronavirus,factcheck_afp,English,FALSE,1,Senegal,['Senegal'],1.0,12,en
20072,25001,16648,5300,http://data.gesis.org/claimskg/creative_work/b8e68f80-b6f9-5b2f-9999-675feee5cfc2,Video shows Filipino village official beating a man for violating coronavirus restrictions by not wearing a face shield,factcheck_afp,English,FALSE,1,face shield,['face shield'],1.0,18,en
20083,25013,16394,5046,http://data.gesis.org/claimskg/creative_work/1d57bea4-c414-555a-b73c-fb750074e9ad,List of remedies proven to prevent or minimise side effects of Covid-19 vaccination,factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,13,en
20084,25014,7354,1116,http://data.gesis.org/claimskg/creative_work/ac4ac400-635e-5f20-b2d8-d69f99632fc7,"An article shared on Facebook claims that Italian doctor Sergio Kerr was arrested for murdering more than 3,000 coronavirus patients.",checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,20,en
20125,25055,16377,5029,http://data.gesis.org/claimskg/creative_work/6b1092f4-19d8-5660-9be2-7760b98d41b4,Video shows a man smoking amid corpses of coronavirus victims,factcheck_afp,English,FALSE,1,coronavirus victims,['coronavirus victims'],1.0,10,en
20127,25057,14947,3599,http://data.gesis.org/claimskg/creative_work/edd6ada5-f907-5a13-aa4e-d1c413624450,The coronavirus pandemic is the result of an elaborate conspiracy,factcheck_afp,English,FALSE,1,coronavirus pandemic,['coronavirus pandemic'],1.0,10,en
20133,25063,16385,5037,http://data.gesis.org/claimskg/creative_work/32fce0d9-b6b7-53e1-9b88-ca8645768138,Advice sent to NHS staff on how to prevent novel coronavirus,factcheck_afp,English,FALSE,1,NHS,['NHS'],1.0,11,en
20134,25064,16387,5039,http://data.gesis.org/claimskg/creative_work/dababb60-92b7-502e-a9b2-894b4375529d,Covid-19 vaccines alter DNA and make people unhuman,factcheck_afp,English,FALSE,1,Covid-19 vaccines,['Covid-19 vaccines'],1.0,8,en
20136,25066,7372,1134,http://data.gesis.org/claimskg/creative_work/850e043c-950e-58b9-9751-15fb5143ba6c,A video shared on Facebook purportedly shows a French protest against vaccine passports.,checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,13,en
20147,25077,16498,5150,http://data.gesis.org/claimskg/creative_work/189f9d0b-e459-50c3-8f7f-a30e9dec2b62,Joe Biden announced unvaccinated Americans will be sent to camps,factcheck_afp,English,FALSE,1,Joe Biden,['Joe Biden'],1.0,10,en
20150,25080,16503,5155,http://data.gesis.org/claimskg/creative_work/8de535e3-a32f-58cb-a5d4-b4d627eb7da4,Chinese police use excessive force while arresting COVID-19 patients,factcheck_afp,English,FALSE,1,COVID-19,['COVID-19'],1.0,9,en
20154,25084,16512,5164,http://data.gesis.org/claimskg/creative_work/631e766a-47af-584c-b1d4-edf9ddc471c2,Euthanasia approved for Covid patients in New Zealand,factcheck_afp,English,FALSE,1,New Zealand,['New Zealand'],1.0,8,en
20158,25088,7419,1181,http://data.gesis.org/claimskg/creative_work/ab9ed456-9d0e-55de-9905-fac906c3a248,"An image shared on Facebook claims only viruses made in laboratories require vaccines, while viruses that originated in nature can be cured using natural remedies.",checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,25,en
20160,25090,16517,5169,http://data.gesis.org/claimskg/creative_work/6c9ea177-730c-557f-84b5-1e8f6ebe1e43,Recipe for the miracle Covid-19 cure,factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,6,en
20166,25096,16437,5089,http://data.gesis.org/claimskg/creative_work/c1b0b6e2-49a9-5519-95d9-9e4ac857d23b,Photo shows crowd at anti-coronavirus lockdown rally in Berlin,factcheck_afp,English,FALSE,1,Berlin,['Berlin'],1.0,9,en
20177,25109,7432,1194,http://data.gesis.org/claimskg/creative_work/c4dea6fc-32a1-5c8d-b174-a43e6b5aeed3,A video shared on Facebook purportedly shows Zimbabwean police beating churchgoers for violating the country’s ban on large gatherings during the coronavirus pandemic.,checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,23,en
20179,25111,5703,5703,http://data.gesis.org/claimskg/creative_work/9aca426c-c782-5750-a931-05a7db47ad9b,"Zimbabwe police violence due to political gathering, not coronavirus",africacheck,English,FALSE,1,Zimbabwe police,['Zimbabwe police'],1.0,9,en
20183,25115,14915,3567,http://data.gesis.org/claimskg/creative_work/1a0db2a7-fd8b-51ad-a89a-dd644da31ad8,Getting the first dose of Covid-19 vaccine increases risk of catching the novel coronavirus,factcheck_afp,English,FALSE,1,Covid-19 vaccine,['Covid-19 vaccine'],1.0,14,en
20201,25133,15558,4210,http://data.gesis.org/claimskg/creative_work/535acdeb-591b-551b-b7e6-8e32d3b53fd7,Covid-19 vaccines are unsafe and ineffective,factcheck_afp,English,FALSE,1,Covid-19 vaccines,['Covid-19 vaccines'],1.0,6,en
20210,25142,6483,245,http://data.gesis.org/claimskg/creative_work/159eef83-b3fe-5f95-9e7e-cda6fc8c4174,An image shared on Facebook claims Michigan House Bill 4729 contained coronavirus-related language in June 2019.,checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,16,en
20216,25148,6478,240,http://data.gesis.org/claimskg/creative_work/9aeeb70e-bcc4-5db4-9b5a-7f2ab9f6f650,An image shared on Facebook purportedly shows a train car with the marking COVID-19 on its side.,checkyourfact,English,FALSE,1,COVID-19,['COVID-19'],1.0,17,en
20234,25166,6875,637,http://data.gesis.org/claimskg/creative_work/37368b35-26bb-559d-a368-05ffa13e9061,A video shared on Twitter purportedly shows soldiers collapsing after the Indian military force vaccinated its troops.,checkyourfact,English,FALSE,1,Twitter,['Twitter'],1.0,17,en
20237,25169,6876,638,http://data.gesis.org/claimskg/creative_work/7264f2ea-a8d5-590d-b1da-331ef98e2be2,"An image shared on Facebook purportedly shows a crowded beach in Raleigh, North Carolina, during the coronavirus pandemic.",checkyourfact,English,FALSE,1,Facebook,['Facebook'],1.0,18,en
20242,25174,15530,4182,http://data.gesis.org/claimskg/creative_work/9ec330f0-2e59-56a9-83c8-364bcaf76177,Photo shows Singapore PM queue up for Covid Jab with citizens,factcheck_afp,English,FALSE,1,Singapore,['Singapore'],1.0,11,en
20243,25175,15531,4183,http://data.gesis.org/claimskg/creative_work/06abac2a-4f0f-5d61-9535-d19ac1cc83dc,Vaccines disguised as Covid-19 test swabs,factcheck_afp,English,FALSE,1,Covid-19,['Covid-19'],1.0,6,en
